plate_no,owner_name,owner_zip,on_production_date,next_exam_dt,txn_name
ALP-5250,桃園市私立維妮兒幼兒園,338,201504,20250604,本區新領
AUJ-3602,桃園市私立育佳幼兒園,338,201704,20250517,本區新領
AUJ-8770,桃園市私立瑞恩帝兒南竹幼兒園,338,201704,20250607,本區新領
AUJ-8780,桃園市私立瑞恩帝兒南竹幼兒園,338,201704,20250607,本區新領
ARP-9830,桃園市私立瑞恩帝兒南竹幼兒園,338,201606,20250722,外站新領
ARP-9820,桃園市私立瑞恩帝兒南竹幼兒園,338,201606,20250722,外站新領
ARK-3379,桃園市私立格林幼兒園,338,201607,20250726,本區新領
AUM-5371,桃園市私立衛斯理幼兒園,338,201706,20250728,外站新領
AUM-5373,桃園市私立衛斯理幼兒園,338,201707,20250728,外站新領
ANC-0073,桃園市私立衛斯理幼兒園,338,201607,20250729,外站新領
AXC-6965,桃園市私立日愛幼兒園,338,201804,20250427,外區新領
AYG-0016,桃園市私立格林幼兒園,338,201803,20250430,本區新領
AYH-2561,桃園市私立育佳幼兒園,338,201805,20250724,本區新領
AYH-2796,桃園市私立愛佳幼兒園,338,201807,20250725,本區新領
AYH-3137,桃園市私立福祿貝爾幼兒園,338,201806,20250727,本區新領
AYH-6826,桃園市私立晨鐘幼兒園,338,201807,20250731,本區新領
AYH-7583,桃園市私立立得幼兒園,338,201805,20250820,本區新領
BCA-7295,桃園市私立衛斯理幼兒園,338,201906,20250731,外站新領
BCF-3807,桃園市私立育佳幼兒園,338,201908,20250829,本區新領
BCA-8720,桃園市私立衛斯理幼兒園,338,201908,20250830,外站新領
BCG-0572,桃園市私立衛斯理幼兒園,338,201909,20250327,外站新領
BCH-6595,桃園市私立衛斯理幼兒園,338,202004,20250429,外站新領
BCH-8075,桃園市私立衛斯理幼兒園,338,202005,20250528,外站新領
BCJ-3165,桃園市私立蜻蜓幼兒園,338,202007,20250730,外站新領
BGZ-1656,桃園市私立蔚霖幼兒園,338,202006,20250731,本區新領
BCJ-6105,桃園市私立衛斯理幼兒園,338,202008,20250831,外站新領
BKA-5256,桃園市私立維妮兒幼兒園,338,202009,20251023,本區新領
BLK-1691,桃園市私立小朋友幼兒園,338,202011,20251127,本區新領
BLU-5590,桃園市私立衛斯理幼兒園,338,202109,20250930,外站新領
BNT-9236,桃園市私立格林幼兒園,338,202109,20251007,本區新領
BNZ-9338,桃園市私立長欣幼兒園,338,202201,20250222,外站新領
BNZ-9336,桃園市私立長欣幼兒園,338,202201,20250222,外站新領
BRD-9291,桃園市私立福祿貝爾幼兒園,338,202204,20250526,本區新領
BKP-0632,桃園市私立嘉仁幼兒園,338,202203,20250526,外區新領
BKP-0631,桃園市私立嘉仁幼兒園,338,202203,20250526,外區新領
BPT-9970,桃園市私立瑞恩帝兒南竹幼兒園,338,202207,20250726,外站新領
BPT-9980,桃園市私立瑞恩帝兒南竹幼兒園,338,202207,20250726,外站新領
BPT-9256,桃園市私立維妮兒幼兒園,338,202207,20250729,外站新領
BNE-3781,桃園市私立福祿貝爾幼兒園,338,202208,20250829,本區新領
BRF-7656,桃園市私立蔚霖幼兒園,338,202211,20251124,外站新領
BUT-2837,桃園市私立格林幼兒園,338,202301,20260216,本區新領
BSM-7265,桃園市私立衛斯理幼兒園,338,202303,20250330,外站新領
CBG-1521,桃園市私立福祿貝爾幼兒園,338,202502,20260306,本區新領
ME-5313,私立竹信幼稚園,350,198507,19960902,繳銷
MA-5089,私立文鳥幼稚園,350,198602,19970310,繳銷
ME-9873,私立竹信幼稚園,350,198708,19970224,一般報廢
MA-4437,私立慈心幼稚園,350,199004,19940502,一般報廢
MB-0291,私立佳佳幼稚園,350,199008,20000813,一般報廢
MH-0529,私立仁和幼稚園,350,199007,19990113,一般報廢
MJ-2563,苗栗縣私立羣林幼稚園,350,199108,19980916,一般報廢
LY-0493,竹南信用合作社附社私立竹信幼稚,350,199207,19980829,繳銷
LT-8051,私立文鳥幼稚園,350,199608,20061016,一般報廢
R4-6603,私立輔仁幼稚園,350,199811,20081113,繳銷
6196-NA,苗栗縣私立瑞彼特幼兒園,350,200603,20160419,註銷轉報廢
AJM-6613,苗栗縣私立巧兒幼兒園,350,201412,20241215,停用報停
ALQ-5912,苗栗縣私立風車幼兒園,350,201506,20250630,本區新領
5775-N5,苗栗縣私立群林幼兒園,350,201109,20210930,一般報廢
APR-2358,苗栗縣私立康乃薾幼兒園,350,201510,20250428,本區新領
ASN-5113,苗栗縣私立風車幼兒園,350,201701,20250720,本區新領
ASN-6338,苗栗縣私立惠揚幼兒園,350,201701,20250822,本區新領
APC-6167,苗栗縣私立藝禾幼兒園,350,201603,20250325,本區新領
ASN-8575,苗栗縣私立珍珍蘿蔓幼兒園,350,201703,20250418,本區新領
APX-6128,苗栗縣私立瑞彼特幼兒園,350,201606,20250629,本區新領
APX-5627,財團法人苗栗縣私立文鳥幼兒園,350,201607,20250726,本區新領
ATH-2036,苗栗縣私立藝禾幼兒園,350,201708,20250412,外區新領
AUP-9689,苗栗縣私立惠能幼兒園,350,201709,20250418,本區新領
ME-1248,苗栗縣竹南鎮私立竹南幼稚園,350,198802,19980215,繳銷
BCB-3190,苗栗縣私立惠揚小耶魯幼兒園,350,201903,20250912,本區新領
BCB-5983,苗栗縣私立佳佳幼兒園,350,201904,20250424,本區新領
BCK-2116,苗栗縣私立佳佳幼兒園,350,201908,20250827,本區新領
BCK-5759,苗栗縣私立康乃薾幼兒園,350,201910,20250421,本區新領
BFE-5092,苗栗縣私立真心幼兒園,350,202004,20250414,本區新領
BGU-2296,苗栗縣私立康乃爾幼兒園,350,202006,20250715,本區新領
BGU-2298,苗栗縣私立康乃爾幼兒園,350,202006,20250715,本區新領
BGU-6189,苗栗縣私立惠能幼兒園,350,202009,20250924,本區新領
BKB-2032,苗栗縣私立格林探索幼兒園,350,202102,20260224,本區新領
BLW-1750,苗栗縣私立高爾夫幼兒園,350,202108,20250830,本區新領
BLW-8199,苗栗縣私立永一幼兒園,350,202110,20251028,本區新領
BLW-5581,苗栗縣私立格林探索幼兒園,350,202110,20251028,本區新領
BLW-6937,苗栗縣私立史丹佛幼兒園,350,202111,20251122,本區新領
BRG-2196,苗栗縣私立佳聲幼兒園,350,202207,20250726,本區新領
BRG-3165,苗栗縣私立永一幼兒園,350,202209,20250923,本區新領
BRG-3887,苗栗縣私立惠揚小耶魯幼兒園,350,202209,20251011,本區新領
BRG-3890,苗栗縣私立惠揚幼兒園,350,202209,20251011,本區新領
BRG-8189,苗栗縣私立格林探索幼兒園,350,202210,20251018,本區新領
BRG-6861,苗栗縣私立史丹佛幼兒園,350,202211,20251114,本區新領
BSY-2166,苗栗縣私立夏禾幼兒園,350,202301,20260109,本區新領
BSY-1797,苗栗縣私立史丹佛幼兒園,350,202301,20260206,本區新領
BDM-3770,苗栗縣私立巧兒幼兒園,350,202302,20250224,外區新領
BSY-6301,苗栗縣私立群林幼兒園,350,202304,20250427,本區新領
BUZ-0868,苗栗縣私立藝禾幼兒園,350,202305,20250613,本區新領
BWL-5192,苗栗縣私立珍珍蘿蔓幼兒園,350,202403,20250326,本區新領
BWL-8737,苗栗縣私立惠揚小耶魯幼兒園,350,202405,20250531,本區新領
BXY-1969,苗栗縣私立種子幼兒園,350,202406,20250617,本區新領
BXY-2968,苗栗縣私立康乃薾幼兒園,350,202406,20250703,本區新領
BXY-2161,苗栗縣私立佳聲幼兒園,350,202407,20250730,本區新領
BXY-6905,苗栗縣私立風車幼兒園,350,202410,20251029,本區新領
387-8888,私立大成幼稚園,351,197600,19870505,逕行註銷
MA-8376,私立聖園幼稚圍,351,198500,19950629,繳銷
ME-6353,私立欣欣幼稚園,351,198408,19950920,一般報廢
ME-6355,私立欣欣幼稚園,351,198408,19970920,一般報廢
570-2973,私立育英幼稚園,351,198000,19910326,繳銷
ME-6352,私立欣欣幼稚園,351,198609,19990326,一般報廢
ME-3258,苗栗縣頭份鎮私立慈育幼稚園,351,198701,19990223,一般報廢
ME-3259,苗栗縣頭份鎮私立慈育幼稚園,351,198702,19960823,一般報廢
ME-3283,苗栗縣頭份鎮私立慈育幼稚園,351,198611,19930823,一般報廢
ME-6351,私立欣欣幼稚園,351,198702,19990306,繳銷
ME-3977,苗栗縣私立巧一幼稚園,351,198809,20010421,繳銷轉報廢
MB-9705,私立育英幼稚園,351,199004,20000420,一般報廢
MG-9446,私立名人幼稚園,351,199008,20010402,一般報廢
MG-9443,私立名人幼稚園,351,199008,20001001,一般報廢
LZ-9151,苗栗縣私立來來幼稚園,351,199011,19981126,一般報廢
MB-9543,忠孝幼稚園,351,199103,20010328,一般報廢
LX-8047,苗栗縣私立來來幼稚園,351,199206,20010629,一般報廢
LY-0180,私立忠孝幼稚園,351,199207,20020813,繳銷
LY-9205,來來幼稚園,351,199303,20010310,一般報廢
LU-6612,苗栗縣私立庭園托兒所,351,199408,19991007,逾檢逕行註銷
W4-3196,私立聖育幼稚園,351,199904,20071029,逾檢註銷
1567-YV,苗栗縣私立中大幼兒園,351,200909,20190330,一般報廢
APR-0218,苗栗縣私立瑪奇兒幼兒園,351,201507,20250420,本區新領
APX-7277,苗栗縣私立維果幼兒園,351,201607,20250305,本區新領
APX-6579,苗栗縣私立諾爾堡幼兒園,351,201607,20250812,本區新領
AUP-6589,苗栗縣私立建國幼兒園,351,201707,20250801,本區新領
AUP-6598,苗栗縣私立建國幼兒園,351,201707,20250801,本區新領
AUP-6110,苗栗縣私立欣欣幼兒園,351,201708,20250829,本區新領
AWM-3081,苗栗縣私立巧一幼兒園,351,201801,20250725,本區新領
AYL-2915,苗栗縣私立成功幼兒園,351,201807,20250731,本區新領
AYL-7781,苗栗縣私立中大幼兒園,351,201811,20250512,本區新領
BCB-5317,苗栗縣私立啊囉哈幼兒園,351,201903,20250410,本區新領
BGU-6358,苗栗縣私立欣欣幼兒園,351,202009,20250928,本區新領
BGU-3835,苗栗縣私立杜威幼兒園,351,202010,20251023,本區新領
BGU-9873,苗栗縣私立頭份名人幼兒園,351,202101,20260119,本區新領
BKB-1071,苗栗縣私立名人幼兒園,351,202101,20260202,本區新領
BKB-2093,私立巧園幼兒園,351,202102,20260225,本區新領
ALQ-0073,苗栗縣私立名人幼兒園,351,201501,20250225,繳銷
BLW-5081,苗栗縣私立優優幼兒園,351,202110,20251021,本區新領
BLW-5083,苗栗縣私立芝麻村幼兒園,351,202110,20251021,本區新領
BLW-5621,苗栗縣私立百合幼兒園,351,202110,20251028,本區新領
BPU-3251,苗栗縣私立明欣幼兒園,351,202203,20250322,本區新領
BRG-5679,苗栗縣私立真正幼兒園,351,202208,20250829,本區新領
BRG-2925,苗栗縣私立牧羊幼兒園,351,202209,20250919,本區新領
BRG-3705,苗栗縣私立巧一幼兒園,351,202209,20250930,本區新領
BSY-8159,苗栗縣私立真正幼兒園,351,202303,20250428,本區新領
BWL-5191,苗栗縣私立杜威幼兒園,351,202403,20250326,本區新領
BXY-6791,苗栗縣私立明欣幼兒園,351,202410,20251028,本區新領
BXY-8360,苗栗縣私立欣欣幼兒園,351,202411,20251129,本區新領
BXP-5260,苗栗縣私立格林名人幼兒園,351,202501,20260114,外站新領
MF-5621,三灣鄉公所附設三灣托兒所,352,199307,20020816,一般報廢
7P-3275,苗栗縣三灣鄉公所,352,200106,20111229,一般報廢
2F-3179,苗栗縣三灣鄉公所,352,200205,20121129,一般報廢
BJX-2973,苗栗縣三灣鄉公所,352,202010,20251103,外區新領
BJX-2975,苗栗縣三灣鄉公所,352,202010,20251103,外區新領
3922-HN,苗栗縣南庄鄉公所,353,200408,20150216,一般報廢
AKF-8310,苗栗縣南庄鄉公所,353,201410,20241104,一般報廢
9510-TX,苗栗縣南庄鄉公所,353,200807,20180827,一般報廢
AXG-2937,苗栗縣南庄鄉公所,353,201807,20250810,外區新領
BFX-8092,苗栗縣南庄鄉田美國民小學附設幼兒園,353,202007,20250713,外區新領
BQS-7960,苗栗縣南庄鄉東河國民小學附設幼兒園,353,202208,20250825,外區新領
BQS-7962,苗栗縣南庄鄉南埔國民小學附設幼兒園,353,202208,20250825,外區新領
BQS-7965,苗栗縣南庄鄉蓬萊國民小學附設幼兒園,353,202208,20250825,外區新領
BQS-7970,苗栗縣南庄鄉南庄國民小學附設幼兒園,353,202208,20250825,外區新領
BQS-3261,苗栗縣獅潭鄉豐林國民小學附設幼兒園,354,202207,20250801,外區新領
BQS-7980,苗栗縣獅潭鄉獅潭國民小學附設幼兒園,354,202208,20250825,外區新領
580-4025,聖善幼稚園,356,198200,19920811,繳銷
MA-5908,私立聖善幼稚園,356,198603,19941018,註銷轉報廢
MG-8306,大山托兒所,356,198908,20000225,一般報廢
LZ-8802,私立大華幼稚園,356,199007,19970921,繳銷
LN-2207,幼華幼稚園,356,199010,19951130,逾檢註銷
MJ-1778,私立小朋友幼稚園,356,199101,20000807,繳銷
LY-1640,私立聖善幼稚園,356,199209,19980925,註銷轉報廢
W5-3049,小白兔托兒所,356,199709,20071230,一般報廢
Q8-3810,私立大華幼稚園,356,199801,20080328,逾檢註銷
6401-KV,苗栗縣私立小朋友幼兒園,356,200603,20160331,一般報廢
2017-S6,苗栗縣私立小米吉幼兒園,356,200908,20190828,一般報廢
2436-US,苗栗縣私立小米吉幼兒園,356,200811,20181219,一般報廢
APX-7006,苗栗縣私立中華幼兒園,356,201607,20250826,本區新領
2435-US,苗栗縣私立小米吉幼兒園,356,200810,20181219,一般報廢
ASN-7880,苗栗縣私立後龍芝麻街幼兒園,356,201703,20250330,本區新領
AYL-7038,苗栗縣私立小米吉幼兒園,356,201810,20250423,本區新領
AYL-7039,苗栗縣私立小米吉幼兒園,356,201810,20250423,本區新領
BCK-2278,苗栗縣私立小米吉幼兒園,356,201908,20250829,本區新領
BGU-2675,苗栗縣私立後龍芝麻街幼兒園,356,202009,20250921,本區新領
BDM-6525,苗栗縣私立森杰幼兒園,356,202307,20250721,外區新領
BUZ-3037,苗栗縣私立中華幼兒園,356,202308,20250831,本區新領
BYM-9701,苗栗縣私立森杰幼兒園,356,202410,20251023,外區新領
570-0362,私立中興幼稚園,357,198501,19910402,逕行註銷
MB-1173,苗栗縣私立上智幼稚園,357,198500,19940807,逕行註銷執行
579-2429,苗栗縣私立若瑟幼稚園,357,198301,19911005,繳銷
MG-7825,漢金托兒所,357,198903,19970922,繳銷
MJ-4680,私立鴻德幼稚園,357,199009,19971115,逾檢註銷
LY-1208,私立上智幼稚園,357,199209,19990314,繳銷
2F-7992,苗栗縣通霄鎮公所,357,200209,20111125,一般報廢
H2-7719,私立若瑟幼稚園,357,199707,20070731,一般報廢
W4-2975,私立先瑞幼稚園,357,199906,20090630,一般報廢
AUP-7701,苗栗縣私立優生幼兒園,357,201709,20250416,本區新領
AWM-7907,苗栗縣私立小亨利幼兒園,357,201804,20250424,本區新領
BCB-1380,苗栗縣私立優生幼兒園,357,201901,20250722,本區新領
BCK-1137,苗栗縣通霄鎮立幼兒園,357,201907,20250730,本區新領
BCK-7709,苗栗縣私立優生幼兒園,357,201911,20250528,本區新領
BGU-0867,苗栗縣私立小亨利幼兒園,357,202007,20250731,本區新領
BKL-0311,苗栗縣通霄鎮公所,357,202011,20251127,外區新領
BKB-5083,苗栗縣私立優生幼兒園,357,202104,20250415,本區新領
BQW-6211,苗栗縣通霄鎮公所,357,202212,20260103,外區新領
MA-8770,私立聖心幼稚園,358,198500,19960223,一般報廢
LZ-8869,明昌托兒所,358,198704,20010129,繳銷
LZ-8865,明昌托兒所,358,198705,19980727,繳銷
LZ-8867,明昌托兒所,358,198802,20000208,繳銷
420-4002,正益紙器股份有限公司,358,197800,19880927,繳銷
MB-1712,私立愛兒樂托兒所,358,198903,19980917,繳銷
LX-4143,苗栗縣私立聖心幼稚園,358,199203,20000324,繳銷
MF-5042,私立青青幼稚園,358,199307,20030805,一般報廢
MF-5041,私立青青幼稚園,358,199305,20030805,繳銷轉報廢
W4-7525,私立欣立人托兒所,358,199907,20070822,逾檢註銷
APR-9237,苗栗縣私立愛兒樂幼兒園,358,201603,20250331,本區新領
APX-7007,苗栗縣私立名家幼兒園,358,201607,20250826,本區新領
7802-NA,苗栗縣私立名家幼兒園,358,200608,20160829,一般報廢
AUS-5561,苗栗縣私立小瓢蟲幼兒園,358,201701,20250723,本區新領
ASN-7855,財團法人臺灣省天主教會新竹教區附設苗栗縣私立聖心幼兒園,358,201703,20250329,本區新領
AWM-9032,苗栗縣私立愛兒樂幼兒園,358,201805,20250516,本區新領
AWM-9033,苗栗縣私立愛兒樂幼兒園,358,201805,20250516,本區新領
BCB-3893,財團法人臺灣省天主教會新竹教區附設苗栗縣私立聖心幼兒園聖心幼兒園,358,201903,20250928,本區新領
BGU-0637,苗栗縣私立小瓢蟲幼兒園,358,202007,20250729,本區新領
BGU-3791,苗栗縣私立名家幼兒園,358,202010,20251021,本區新領
BKQ-6733,苗栗縣苑裡鎮公所,358,202102,20260217,外區新領
BJV-8191,苗栗縣私立道聖幼兒園,358,202205,20250527,外區新領
BSY-1252,苗栗縣私立名家幼兒園,358,202301,20260117,本區新領
BTS-5661,苗栗縣苑裡鎮公所,358,202307,20250719,外區新領
570-3086,中華幼稚園,360,198100,19910222,拒不過戶註銷
MA-8303,良兒托兒所,360,198500,19940624,繳銷
MB-8957,私立芳仁紀念幼稚園,360,198601,19970815,繳銷
MB-8956,私立芳仁紀念幼稚園,360,198602,19970825,繳銷
580-5219,廣苗幼稚園,360,198200,19900330,一般報廢
ME-9330,苗栗縣私立松美托兒所,360,198707,20020204,停駛逾期逕行註銷
MG-2057,私立苗栗實驗幼稚園,360,198808,19990301,逾檢逕行註銷
ME-0810,私立立人托兒所,360,198901,19990824,一般報廢
ME-1619,私立立人托兒所,360,198902,19980224,繳銷
MJ-2128,私立聖嬰幼稚園,360,199009,20010411,一般報廢
LY-0313,私立蘭平托兒所,360,199207,20020822,註銷轉報廢
MJ-3056,私立芳仁紀念幼稚園,360,199409,20040930,繳銷
H2-2149,私立米吉幼稚園,360,199702,20070303,註銷轉報廢
0998-N5,苗栗縣私立三之三幼兒園,360,200505,20150713,逕行註銷執行
H2-8350,苗栗縣私立布穀鳥幼稚園,360,199708,20070830,繳銷
H2-8507,苗栗縣私立布穀鳥幼稚園,360,199709,20070908,繳銷
W5-0912,苗栗縣私立小哈佛托兒所,360,199709,20071030,繳銷轉報廢
8971-B6,私立愛梓托兒所附設課後托育中心,360,200301,20121207,逾檢註銷
5002-RZ,苗栗縣私立布穀鳥幼兒園,360,200705,20170525,一般報廢
5003-RZ,苗栗縣私立布穀鳥幼兒園,360,200705,20170525,一般報廢
5590-RZ,私立芳仁紀念幼兒園,360,200707,20180123,一般報廢
5909-VS,苗栗縣私立貝思特幼兒園,360,200901,20180722,一般報廢
ALQ-6785,苗栗縣私立三之三嘉新幼兒園,360,201506,20250720,本區新領
ALQ-7731,苗栗縣私立喬嘉樂幼兒園,360,201506,20250804,本區新領
APR-8195,苗栗縣私立芝蔴街幼兒園,360,201602,20250314,本區新領
APX-7132,聖心修女會附設文化幼兒園,360,201607,20250228,本區新領
ALQ-9329,苗栗縣私立維多利亞幼兒園,360,201508,20250324,本區新領
APR-0685,苗栗縣私立米妮幼兒園,360,201510,20250428,本區新領
ASN-5512,苗栗縣私立米吉幼兒園,360,201701,20250725,本區新領
ASN-7800,苗栗縣私立三之三寶貝幼兒園,360,201703,20250329,本區新領
ASN-7801,苗栗縣私立三之三嘉新幼兒園,360,201703,20250929,本區新領
AUP-2916,苗栗縣私立三之三幼兒園,360,201705,20250720,本區新領
AUP-8639,私立芳仁紀念幼兒園,360,201708,20250325,本區新領
AWM-7906,苗栗縣私立米吉幼兒園,360,201804,20250424,本區新領
AYL-7196,苗栗縣私立三之三寶貝幼兒園,360,201810,20250426,本區新領
AYL-9598,苗栗縣私立貝思特幼兒園,360,201810,20250508,本區新領
BCB-5670,苗栗縣私立育仁幼兒園,360,201904,20250416,本區新領
BGU-1550,苗栗縣私立苗栗愛彌兒幼兒園,360,202008,20250814,本區新領
BKB-9831,苗栗縣私立愛琪兒幼兒園,360,202107,20250726,本區新領
BLW-1851,苗栗縣私立三之三寶貝幼兒園,360,202108,20250831,本區新領
BLW-6283,苗栗縣私立維多利亞幼兒園,360,202111,20251111,本區新領
BLW-6293,苗栗縣私立維多利亞幼兒園,360,202111,20251111,本區新領
BRG-7798,苗栗縣私立貝思特幼兒園,360,202208,20251006,本區新領
BUZ-3006,苗栗縣私立三之三寶貝幼兒園,360,202307,20250721,本區新領
BUZ-3677,苗栗縣私立苗栗愛彌兒幼兒園,360,202307,20250731,本區新領
BZX-3082,苗栗縣私立三之三嘉新幼兒園,360,202502,20260226,本區新領
BZX-3092,苗栗縣私立喬嘉樂幼兒園,360,202502,20260226,本區新領
MD-7121,私立中祥幼稚園,361,198901,19990121,一般報廢
W5-2826,苗栗縣私立喬林托兒所,361,199708,20021104,逾檢註銷
2F-0903,苗栗縣造橋鄉公所,361,200201,20120329,一般報廢
APX-3182,苗栗縣私立東金幼兒園,361,201606,20250628,本區新領
AYL-5510,廣亞學校財團法人育達科技大學附設,361,201807,20250913,本區新領
AYL-5511,廣亞學校財團法人育達科技大學附設,361,201807,20250313,本區新領
BSY-1575,苗栗縣私立中祥幼兒園,361,202301,20260130,本區新領
MA-8640,苗栗縣私立珍珍幼稚園,362,198500,19940206,一般報廢
MH-5332,苗栗縣私立珍珍幼稚園,362,198710,20010428,一般報廢
MJ-2032,苗栗縣私立珍珍幼稚園,362,198807,19980719,繳銷
W4-0187,頭屋鄉象山社區附設托兒所,362,199901,20090301,繳銷
W4-8503,頭屋鄉象山社區附設托兒所,362,200002,20100331,註銷轉報廢
BCB-2890,苗栗縣私立象山森林幼兒園,362,201902,20250227,本區新領
BGU-3082,苗栗縣私立珍珍幼兒園,362,202009,20250930,本區新領
BPU-2063,苗栗縣私立象山森林幼兒園,362,202202,20250223,本區新領
BWL-1763,苗栗縣私立象山森林幼兒園,362,202401,20260125,本區新領
MD-5263,私立新民托兒所,363,198607,19950202,繳銷
MG-7617,全有幼稚園,363,199002,19980809,繳銷
MG-7517,全有幼稚園,363,199002,20010810,繳銷轉報廢
LY-3198,苗栗縣私立仁光幼稚園,363,199209,20030401,繳銷
Q8-0717,私立全有幼稚園,363,199805,20080612,繳銷
ALQ-2898,苗栗縣私立愛兒堡幼兒園,363,201503,20250330,本區新領
APX-3183,苗栗縣私立一二三幼兒園,363,201606,20250628,本區新領
AWM-9627,苗栗縣私立全有幼兒園,363,201805,20250529,本區新領
BFE-0982,苗栗縣私立一二三幼兒園,363,202001,20260121,本區新領
BGU-8520,苗栗縣私立小木偶幼兒園,363,202009,20250926,本區新領
BKB-5697,苗栗縣私立全有幼兒園,363,202104,20250426,本區新領
BPU-7162,苗栗縣私立小豆荳幼兒園,363,202205,20250524,本區新領
BUZ-5076,苗栗縣私立愛兒堡幼兒園,363,202309,20250928,本區新領
BXY-1332,苗栗縣私立小豆荳幼兒園,363,202407,20250715,本區新領
BXY-7092,財團法人天主教耶穌瑪利亞聖心修女會附設私立仁光幼兒園,363,202410,20251030,本區新領
6H-1609,苗栗縣大湖鄉公所,364,200006,20100719,一般報廢
BJW-1753,苗栗縣大湖鄉公所,364,202009,20250928,外區新領
BJW-1760,苗栗縣大湖鄉公所,364,202009,20250928,外區新領
LX-8849,苗栗縣泰安鄉公所,365,199205,19950715,註銷轉報廢
AUP-0591,苗栗縣泰安鄉公所,365,201704,20250525,本區新領
BJW-0231,苗栗縣泰安鄉清安國民小學附設幼兒園,365,202009,20250924,外區新領
BQS-3259,苗栗縣泰安鄉泰興國民小學附設幼兒園,365,202207,20250801,外區新領
BQS-3262,苗栗縣泰安鄉汶水國民小學附設幼兒園,365,202207,20250801,外區新領
BQS-7963,苗栗縣泰安鄉士林國民小學附設幼兒園,365,202208,20250825,外區新領
BQS-7961,苗栗縣泰安鄉象鼻國民小學附設幼兒園,365,202208,20250825,外區新領
BQS-7971,苗栗縣立泰安國民中小學附設幼兒園,365,202208,20250825,外區新領
BQS-7973,苗栗縣泰安鄉梅園國民小學附設幼兒園,365,202208,20250825,外區新領
BWL-0282,苗栗縣泰安鄉公所,365,202312,20251229,本區新領
580-9776,私立青山托兒所,366,198608,19921230,逕行註銷
587-0982,私立青山托兒所,366,198702,19930917,逕行註銷
LY-2405,私立青山托兒所,366,199209,19961012,逾檢註銷
LT-3030,苗栗縣私立青山幼稚園,366,199602,20060325,一般報廢
BPU-6039,苗栗縣私立三義名人幼兒園,367,202204,20250427,本區新領
BXY-7130,苗栗縣私立三義名人幼兒園,367,202410,20251030,本區新領
6H-8891,苗栗縣西湖鄉公所,368,200101,20120130,一般報廢
7P-8515,苗栗縣西湖鄉公所,368,200111,20111220,一般報廢
ME-1923,私立培德幼稚園,369,198903,19990310,註銷轉報廢
ALQ-5806,苗栗縣私立多倫多幼兒園,369,201506,20241230,本區新領
BXY-7122,苗栗縣私立多倫多幼兒園,369,202410,20251030,本區新領
MX-0720,台中市私立今日幼稚園,400,198506,19950130,車牌變更繳銷
664-7269,台中縣私立貝多芬幼稚園,400,198100,19890327,繳銷
665-5738,台中市私立大吉幼稚園,400,198000,19910416,繳銷
674-8550,台中市私立育幼托兒所,400,198301,19920911,逕行註銷
MS-3216,私立幼祥幼稚園,400,198307,19970306,繳銷
NA-0861,台中市私立聖雅各幼稚園,400,198608,20020310,繳銷
NA-4323,私立巨元幼稚園,400,198611,19960526,註銷轉報廢
MW-1192,牛頓幼稚園,400,198708,20020217,一般報廢
NI-3046,私立愛育幼稚園,400,198806,20011227,一般報廢
MW-1189,私立牛頓幼稚園,400,198908,20020301,繳銷轉報廢
WL-573,台中市正拳道協會,400,198400,19940415,逾檢註銷
MR-3126,私立振興托兒所,401,198508,20010805,一般報廢
NL-9503,台中私立鴻吉幼稚園,401,198702,19970803,繳銷
NL-9505,台中市私立鴻吉幼稚園,401,198702,19970803,繳銷
NW-2143,台中市私立瑞光基金會附設瑞光托,401,199106,20020108,一般報廢
NW-8680,台中市私立瑞光基金會附設瑞光托,401,199110,20020501,一般報廢
B7-5218,台中市私立愛心托兒所,401,199809,20080310,一般報廢
8R-4468,台中市私立保進幼兒園,401,200206,20140730,一般報廢
ALZ-9183,臺中市私立貝登堡東英幼兒園,401,201505,20250630,本區新領
ASQ-1835,臺中市私立天擎幼兒園,401,201610,20250528,本區新領
AUV-7750,臺中市私立天擎幼兒園,401,201707,20250731,本區新領
BTJ-2151,臺中市私立保進幼兒園,401,202407,20250814,外區新領
666-4676,台中市私立明愛托兒所,402,197900,19900217,逕行註銷
687-4659,台中市私立愛林幼稚園,402,198407,19920201,繳銷
NI-1878,私立福幼托兒所,402,198708,19960825,繳銷
MS-7818,台中市私立寶樹托兒所,402,198807,20040802,一般報廢
NP-4323,私立慈明幼稚園,402,199008,20000215,一般報廢
MV-4769,私立精緻幼稚園,402,199212,20001230,一般報廢
5765-HP,台中市私立諾貝爾托兒所,402,199710,20081029,逾檢註銷
X7-6800,台中市私立諾貝爾托兒所,402,199910,20081209,逾檢註銷
ALZ-8617,臺中私立寶樹幼兒園,402,201505,20250629,本區新領
AQC-7025,台中市私立新衛斯理幼兒園,402,201603,20250329,本區新領
ALX-5371,臺中市私立康乃兒幼兒園,402,201502,20250304,外站新領
ALZ-1590,臺中市私立新衛斯理幼兒園,402,201504,20250527,本區新領
AMA-8153,臺中市私立開普敦幼兒園,402,201507,20250811,本區新領
BUZ-2993,臺中市私立英特兒幼兒園,402,202308,20250831,外區新領
BUZ-3801,臺中市私立康乃兒幼兒園,402,202309,20250922,外區新領
BXY-3109,臺中市私立春天幼兒園,402,202408,20250823,外區新領
BWN-8595,台中市私立心心幼兒園,402,202408,20250826,外站新領
BXY-6650,臺中市私立春天幼兒園,402,202410,20251024,外區新領
